lib,ttft_ms,cdf
nccl,83.0,0.0199832698206153
nccl,83.0,0.020076215261641415
nccl,84.0,0.020169160702667534
nccl,84.0,0.020262106143693653
nccl,84.0,0.020355051584719768
nccl,84.0,0.020447997025745887
nccl,84.0,0.020540942466772006
nccl,84.0,0.02063388790779812
nccl,85.0,0.02072683334882424
nccl,85.0,0.02081977878985036
nccl,85.0,0.020912724230876475
nccl,86.0,0.021005669671902594
nccl,86.0,0.02109861511292871
nccl,87.0,0.021191560553954828
nccl,87.0,0.021284505994980947
nccl,87.0,0.021377451436007062
nccl,87.0,0.02147039687703318
nccl,87.0,0.0215633423180593
nccl,88.0,0.021656287759085416
nccl,88.0,0.021749233200111535
nccl,89.0,0.021842178641137654
nccl,89.0,0.02193512408216377
nccl,90.0,0.022028069523189888
nccl,90.0,0.022121014964216004
nccl,90.0,0.022213960405242122
nccl,91.0,0.02230690584626824
nccl,91.0,0.022399851287294357
nccl,91.0,0.022492796728320476
nccl,91.0,0.022585742169346595
nccl,92.0,0.02267868761037271
nccl,92.0,0.02277163305139883
nccl,92.0,0.022864578492424948
nccl,92.0,0.022957523933451063
nccl,92.0,0.023050469374477182
nccl,92.0,0.023143414815503298
nccl,93.0,0.023236360256529417
nccl,94.0,0.023329305697555536
nccl,94.0,0.02342225113858165
nccl,95.0,0.02351519657960777
nccl,95.0,0.02360814202063389
nccl,96.0,0.023701087461660005
nccl,96.0,0.023794032902686123
nccl,98.0,0.023886978343712242
nccl,98.0,0.023979923784738358
nccl,99.0,0.024072869225764477
nccl,99.0,0.024165814666790592
nccl,100.0,0.02425876010781671
nccl,100.0,0.02435170554884283
nccl,101.0,0.024444650989868946
nccl,101.0,0.024537596430895064
nccl,102.0,0.024630541871921183
nccl,103.0,0.0247234873129473
nccl,104.0,0.024816432753973418
nccl,104.0,0.024909378194999537
nccl,104.0,0.025002323636025652
nccl,104.0,0.02509526907705177
nccl,104.0,0.025188214518077887
nccl,105.0,0.025281159959104006
nccl,105.0,0.025374105400130124
nccl,106.0,0.02546705084115624
nccl,106.0,0.02555999628218236
nccl,106.0,0.025652941723208478
nccl,107.0,0.025745887164234593
nccl,107.0,0.025838832605260712
nccl,108.0,0.02593177804628683
nccl,108.0,0.026024723487312947
nccl,109.0,0.026117668928339065
nccl,109.0,0.02621061436936518
nccl,109.0,0.0263035598103913
nccl,109.0,0.02639650525141742
nccl,109.0,0.026489450692443534
nccl,110.0,0.026582396133469653
nccl,110.0,0.026675341574495772
nccl,110.0,0.026768287015521888
nccl,111.0,0.026861232456548007
nccl,111.0,0.026954177897574125
nccl,111.0,0.02704712333860024
nccl,111.0,0.02714006877962636
nccl,111.0,0.027233014220652475
nccl,111.0,0.027325959661678594
nccl,111.0,0.027418905102704713
nccl,111.0,0.02751185054373083
nccl,112.0,0.027604795984756948
nccl,112.0,0.027697741425783066
nccl,112.0,0.027790686866809182
nccl,112.0,0.0278836323078353
nccl,112.0,0.02797657774886142
nccl,112.0,0.028069523189887535
nccl,112.0,0.028162468630913654
nccl,112.0,0.02825541407193977
nccl,112.0,0.02834835951296589
nccl,113.0,0.028441304953992008
nccl,113.0,0.028534250395018123
nccl,113.0,0.028627195836044242
nccl,113.0,0.02872014127707036
nccl,114.0,0.028813086718096476
nccl,114.0,0.028906032159122595
nccl,114.0,0.028998977600148714
nccl,114.0,0.02909192304117483
nccl,115.0,0.02918486848220095
nccl,115.0,0.029277813923227064
nccl,115.0,0.029370759364253183
nccl,115.0,0.029463704805279302
nccl,115.0,0.029556650246305417
nccl,116.0,0.029649595687331536
nccl,116.0,0.029742541128357655
nccl,116.0,0.02983548656938377
nccl,116.0,0.02992843201040989
nccl,117.0,0.03002137745143601
nccl,117.0,0.030114322892462124
nccl,117.0,0.030207268333488243
nccl,117.0,0.03030021377451436
nccl,118.0,0.030393159215540477
nccl,118.0,0.030486104656566596
nccl,118.0,0.03057905009759271
nccl,119.0,0.03067199553861883
nccl,119.0,0.03076494097964495
nccl,119.0,0.030857886420671065
nccl,119.0,0.030950831861697184
nccl,120.0,0.031043777302723303
nccl,120.0,0.03113672274374942
nccl,120.0,0.031229668184775537
nccl,120.0,0.03132261362580165
nccl,121.0,0.031415559066827775
nccl,122.0,0.03150850450785389
nccl,122.0,0.031601449948880006
nccl,122.0,0.03169439538990613
nccl,123.0,0.031787340830932244
nccl,123.0,0.03188028627195836
nccl,123.0,0.031973231712984475
nccl,123.0,0.0320661771540106
nccl,125.0,0.03215912259503671
nccl,125.0,0.03225206803606283
nccl,125.0,0.03234501347708895
nccl,125.0,0.032437958918115066
nccl,126.0,0.03253090435914118
nccl,126.0,0.032623849800167304
nccl,126.0,0.03271679524119342
nccl,126.0,0.032809740682219535
nccl,126.0,0.03290268612324566
nccl,126.0,0.03299563156427177
nccl,127.0,0.03308857700529789
nccl,127.0,0.03318152244632401
nccl,127.0,0.033274467887350126
nccl,127.0,0.03336741332837624
nccl,127.0,0.033460358769402364
nccl,128.0,0.03355330421042848
nccl,128.0,0.033646249651454595
nccl,129.0,0.03373919509248072
nccl,129.0,0.03383214053350683
nccl,129.0,0.03392508597453295
nccl,129.0,0.034018031415559064
nccl,129.0,0.034110976856585186
nccl,129.0,0.0342039222976113
nccl,129.0,0.03429686773863742
nccl,129.0,0.03438981317966354
nccl,129.0,0.034482758620689655
nccl,129.0,0.03457570406171577
nccl,130.0,0.03466864950274189
nccl,130.0,0.03476159494376801
nccl,130.0,0.034854540384794123
nccl,130.0,0.034947485825820246
nccl,130.0,0.03504043126684636
nccl,130.0,0.03513337670787248
nccl,131.0,0.0352263221488986
nccl,131.0,0.035319267589924715
nccl,131.0,0.03541221303095083
nccl,132.0,0.03550515847197695
nccl,132.0,0.03559810391300307
nccl,132.0,0.03569104935402918
nccl,132.0,0.035783994795055306
nccl,132.0,0.03587694023608142
nccl,133.0,0.03596988567710754
nccl,133.0,0.03606283111813365
nccl,133.0,0.036155776559159775
nccl,133.0,0.03624872200018589
nccl,133.0,0.036341667441212006
nccl,133.0,0.03643461288223813
nccl,134.0,0.03652755832326424
nccl,134.0,0.03662050376429036
nccl,135.0,0.03671344920531648
nccl,135.0,0.0368063946463426
nccl,136.0,0.03689934008736871
nccl,136.0,0.036992285528394835
nccl,136.0,0.03708523096942095
nccl,136.0,0.037178176410447066
nccl,136.0,0.03727112185147319
nccl,136.0,0.0373640672924993
nccl,137.0,0.03745701273352542
nccl,137.0,0.03754995817455154
nccl,137.0,0.03764290361557766
nccl,138.0,0.03773584905660377
nccl,138.0,0.037828794497629895
nccl,138.0,0.03792173993865601
nccl,138.0,0.038014685379682125
nccl,139.0,0.03810763082070824
nccl,139.0,0.03820057626173436
nccl,139.0,0.03829352170276048
nccl,139.0,0.038386467143786594
nccl,140.0,0.03847941258481272
nccl,140.0,0.03857235802583883
nccl,141.0,0.03866530346686495
nccl,141.0,0.03875824890789107
nccl,142.0,0.038851194348917185
nccl,142.0,0.0389441397899433
nccl,142.0,0.03903708523096942
nccl,142.0,0.03913003067199554
nccl,143.0,0.039222976113021654
nccl,143.0,0.03931592155404778
nccl,143.0,0.03940886699507389
nccl,144.0,0.03950181243610001
nccl,144.0,0.03959475787712613
nccl,144.0,0.039687703318152245
nccl,145.0,0.03978064875917836
nccl,145.0,0.03987359420020448
nccl,145.0,0.0399665396412306
nccl,146.0,0.040059485082256714
nccl,146.0,0.04015243052328283
nccl,147.0,0.04024537596430895
nccl,147.0,0.04033832140533507
nccl,147.0,0.04043126684636118
nccl,147.0,0.040524212287387305
nccl,148.0,0.04061715772841342
nccl,148.0,0.040710103169439536
nccl,148.0,0.04080304861046566
nccl,149.0,0.040895994051491774
nccl,149.0,0.04098893949251789
nccl,150.0,0.04108188493354401
nccl,150.0,0.04117483037457013
nccl,150.0,0.04126777581559624
nccl,151.0,0.041360721256622365
nccl,152.0,0.04145366669764848
nccl,152.0,0.041546612138674596
nccl,153.0,0.04163955757970072
nccl,153.0,0.041732503020726834
nccl,154.0,0.04182544846175295
nccl,154.0,0.04191839390277907
nccl,154.0,0.04201133934380519
nccl,155.0,0.0421042847848313
nccl,155.0,0.04219723022585742
nccl,155.0,0.04229017566688354
nccl,155.0,0.042383121107909656
nccl,156.0,0.04247606654893577
nccl,156.0,0.042569011989961894
nccl,156.0,0.04266195743098801
nccl,156.0,0.042754902872014125
nccl,157.0,0.04284784831304025
nccl,157.0,0.04294079375406636
nccl,157.0,0.04303373919509248
nccl,157.0,0.0431266846361186
nccl,157.0,0.043219630077144716
nccl,157.0,0.04331257551817083
nccl,158.0,0.043405520959196954
nccl,158.0,0.04349846640022307
nccl,158.0,0.043591411841249185
nccl,158.0,0.04368435728227531
nccl,158.0,0.04377730272330142
nccl,158.0,0.04387024816432754
nccl,158.0,0.04396319360535366
nccl,158.0,0.044056139046379776
nccl,158.0,0.04414908448740589
nccl,158.0,0.04424202992843201
nccl,158.0,0.04433497536945813
nccl,159.0,0.044427920810484245
nccl,160.0,0.04452086625151036
nccl,160.0,0.04461381169253648
nccl,160.0,0.0447067571335626
nccl,160.0,0.044799702574588714
nccl,160.0,0.044892648015614836
nccl,161.0,0.04498559345664095
nccl,161.0,0.04507853889766707
nccl,161.0,0.04517148433869319
nccl,161.0,0.045264429779719305
nccl,162.0,0.04535737522074542
nccl,162.0,0.04545032066177154
nccl,163.0,0.04554326610279766
nccl,163.0,0.045636211543823774
nccl,164.0,0.045729156984849896
nccl,165.0,0.04582210242587601
nccl,165.0,0.04591504786690213
nccl,165.0,0.04600799330792825
nccl,165.0,0.046100938748954365
nccl,165.0,0.04619388418998048
nccl,165.0,0.046286829631006596
nccl,166.0,0.04637977507203272
nccl,166.0,0.046472720513058834
nccl,166.0,0.04656566595408495
nccl,166.0,0.04665861139511107
nccl,166.0,0.04675155683613719
nccl,167.0,0.0468445022771633
nccl,168.0,0.046937447718189425
nccl,168.0,0.04703039315921554
nccl,169.0,0.047123338600241656
nccl,169.0,0.04721628404126778
nccl,169.0,0.047309229482293894
nccl,169.0,0.04740217492332001
nccl,169.0,0.04749512036434613
nccl,169.0,0.04758806580537225
nccl,169.0,0.04768101124639836
nccl,170.0,0.047773956687424485
nccl,170.0,0.0478669021284506
nccl,170.0,0.047959847569476716
nccl,170.0,0.04805279301050284
nccl,172.0,0.048145738451528954
nccl,172.0,0.04823868389255507
nccl,172.0,0.048331629333581184
nccl,173.0,0.04842457477460731
nccl,173.0,0.04851752021563342
nccl,173.0,0.04861046565665954
nccl,173.0,0.04870341109768566
nccl,174.0,0.048796356538711776
nccl,174.0,0.04888930197973789
nccl,174.0,0.048982247420764014
nccl,174.0,0.04907519286179013
nccl,174.0,0.049168138302816244
nccl,174.0,0.04926108374384237
nccl,174.0,0.04935402918486848
nccl,174.0,0.0494469746258946
nccl,175.0,0.04953992006692072
nccl,176.0,0.049632865507946836
nccl,176.0,0.04972581094897295
nccl,176.0,0.04981875638999907
nccl,176.0,0.04991170183102519
nccl,176.0,0.050004647272051304
nccl,176.0,0.05009759271307743
nccl,176.0,0.05019053815410354
nccl,177.0,0.05028348359512966
nccl,177.0,0.05037642903615577
nccl,177.0,0.050469374477181896
nccl,177.0,0.05056231991820801
nccl,177.0,0.050655265359234126
nccl,177.0,0.05074821080026025
nccl,178.0,0.050841156241286364
nccl,178.0,0.05093410168231248
nccl,178.0,0.0510270471233386
nccl,178.0,0.05111999256436472
nccl,178.0,0.05121293800539083
nccl,178.0,0.051305883446416956
nccl,179.0,0.05139882888744307
nccl,179.0,0.051491774328469186
nccl,179.0,0.05158471976949531
nccl,180.0,0.051677665210521424
nccl,180.0,0.05177061065154754
nccl,180.0,0.05186355609257366
nccl,180.0,0.05195650153359978
nccl,181.0,0.05204944697462589
nccl,181.0,0.052142392415652015
nccl,182.0,0.05223533785667813
nccl,182.0,0.052328283297704246
nccl,182.0,0.05242122873873036
nccl,182.0,0.052514174179756484
nccl,182.0,0.0526071196207826
nccl,183.0,0.052700065061808715
nccl,183.0,0.05279301050283484
nccl,183.0,0.05288595594386095
nccl,183.0,0.05297890138488707
nccl,183.0,0.05307184682591319
nccl,183.0,0.053164792266939306
nccl,184.0,0.05325773770796542
nccl,184.0,0.053350683148991544
nccl,184.0,0.05344362859001766
nccl,184.0,0.053536574031043775
nccl,184.0,0.0536295194720699
nccl,185.0,0.05372246491309601
nccl,185.0,0.05381541035412213
nccl,186.0,0.05390835579514825
nccl,186.0,0.054001301236174366
nccl,186.0,0.05409424667720048
nccl,187.0,0.054187192118226604
nccl,187.0,0.05428013755925272
nccl,187.0,0.054373083000278835
nccl,187.0,0.05446602844130495
nccl,187.0,0.05455897388233107
nccl,187.0,0.05465191932335719
nccl,188.0,0.054744864764383304
nccl,188.0,0.054837810205409426
nccl,188.0,0.05493075564643554
nccl,188.0,0.05502370108746166
nccl,189.0,0.05511664652848778
nccl,189.0,0.055209591969513895
nccl,189.0,0.05530253741054001
nccl,189.0,0.05539548285156613
nccl,189.0,0.05548842829259225
nccl,189.0,0.055581373733618364
nccl,190.0,0.055674319174644486
nccl,190.0,0.0557672646156706
nccl,190.0,0.05586021005669672
nccl,191.0,0.05595315549772284
nccl,191.0,0.056046100938748955
nccl,191.0,0.05613904637977507
nccl,191.0,0.05623199182080119
nccl,192.0,0.05632493726182731
nccl,192.0,0.056417882702853424
nccl,192.0,0.05651082814387954
nccl,192.0,0.05660377358490566
nccl,193.0,0.05669671902593178
nccl,193.0,0.05678966446695789
nccl,193.0,0.056882609907984015
nccl,193.0,0.05697555534901013
nccl,193.0,0.057068500790036246
nccl,194.0,0.05716144623106237
nccl,194.0,0.057254391672088484
nccl,194.0,0.0573473371131146
nccl,194.0,0.05744028255414072
nccl,195.0,0.05753322799516684
nccl,195.0,0.05762617343619295
nccl,195.0,0.057719118877219075
nccl,195.0,0.05781206431824519
nccl,196.0,0.057905009759271306
nccl,196.0,0.05799795520029743
nccl,196.0,0.058090900641323544
nccl,196.0,0.05818384608234966
nccl,197.0,0.05827679152337578
nccl,197.0,0.0583697369644019
nccl,197.0,0.05846268240542801
nccl,198.0,0.05855562784645413
nccl,198.0,0.05864857328748025
nccl,198.0,0.058741518728506366
nccl,198.0,0.05883446416953248
nccl,198.0,0.058927409610558604
nccl,198.0,0.05902035505158472
nccl,198.0,0.059113300492610835
nccl,198.0,0.05920624593363696
nccl,198.0,0.05929919137466307
nccl,198.0,0.05939213681568919
nccl,199.0,0.05948508225671531
nccl,199.0,0.059578027697741426
nccl,199.0,0.05967097313876754
nccl,199.0,0.059763918579793664
nccl,199.0,0.05985686402081978
nccl,199.0,0.059949809461845895
nccl,199.0,0.06004275490287202
nccl,200.0,0.06013570034389813
nccl,200.0,0.06022864578492425
nccl,200.0,0.06032159122595037
nccl,201.0,0.060414536666976486
nccl,201.0,0.0605074821080026
nccl,201.0,0.06060042754902872
nccl,201.0,0.06069337299005484
nccl,201.0,0.060786318431080955
nccl,202.0,0.06087926387210707
nccl,202.0,0.06097220931313319
nccl,202.0,0.06106515475415931
nccl,202.0,0.06115810019518542
nccl,203.0,0.061251045636211546
nccl,204.0,0.06134399107723766
nccl,204.0,0.06143693651826378
nccl,204.0,0.0615298819592899
nccl,204.0,0.061622827400316015
nccl,204.0,0.06171577284134213
nccl,204.0,0.06180871828236825
nccl,204.0,0.06190166372339437
nccl,205.0,0.06199460916442048
nccl,205.0,0.062087554605446606
nccl,205.0,0.06218050004647272
nccl,205.0,0.06227344548749884
nccl,205.0,0.06236639092852496
nccl,205.0,0.062459336369551074
nccl,206.0,0.06255228181057719
nccl,206.0,0.0626452272516033
nccl,206.0,0.06273817269262942
nccl,206.0,0.06283111813365555
nccl,207.0,0.06292406357468167
nccl,207.0,0.06301700901570778
nccl,207.0,0.0631099544567339
nccl,208.0,0.06320289989776001
nccl,208.0,0.06329584533878613
nccl,208.0,0.06338879077981226
nccl,208.0,0.06348173622083837
nccl,208.0,0.06357468166186449
nccl,208.0,0.0636676271028906
nccl,209.0,0.06376057254391672
nccl,209.0,0.06385351798494283
nccl,209.0,0.06394646342596895
nccl,210.0,0.06403940886699508
nccl,210.0,0.0641323543080212
nccl,210.0,0.06422529974904731
nccl,211.0,0.06431824519007343
nccl,211.0,0.06441119063109954
nccl,211.0,0.06450413607212566
nccl,211.0,0.06459708151315179
nccl,211.0,0.0646900269541779
nccl,212.0,0.06478297239520402
nccl,212.0,0.06487591783623013
nccl,212.0,0.06496886327725625
nccl,212.0,0.06506180871828236
nccl,213.0,0.06515475415930849
nccl,213.0,0.06524769960033461
nccl,214.0,0.06534064504136072
nccl,214.0,0.06543359048238684
nccl,214.0,0.06552653592341295
nccl,214.0,0.06561948136443907
nccl,214.0,0.06571242680546518
nccl,215.0,0.06580537224649131
nccl,215.0,0.06589831768751743
nccl,215.0,0.06599126312854355
nccl,216.0,0.06608420856956966
nccl,216.0,0.06617715401059578
nccl,217.0,0.06627009945162189
nccl,217.0,0.06636304489264802
nccl,217.0,0.06645599033367414
nccl,218.0,0.06654893577470025
nccl,218.0,0.06664188121572637
nccl,218.0,0.06673482665675248
nccl,218.0,0.0668277720977786
nccl,218.0,0.06692071753880473
nccl,218.0,0.06701366297983084
nccl,219.0,0.06710660842085696
nccl,219.0,0.06719955386188307
nccl,219.0,0.06729249930290919
nccl,219.0,0.0673854447439353
nccl,219.0,0.06747839018496143
nccl,220.0,0.06757133562598755
nccl,220.0,0.06766428106701367
nccl,220.0,0.06775722650803978
nccl,221.0,0.0678501719490659
nccl,221.0,0.06794311739009201
nccl,222.0,0.06803606283111813
nccl,222.0,0.06812900827214426
nccl,222.0,0.06822195371317037
nccl,222.0,0.06831489915419649
nccl,222.0,0.0684078445952226
nccl,222.0,0.06850079003624872
nccl,222.0,0.06859373547727483
nccl,222.0,0.06868668091830096
nccl,222.0,0.06877962635932708
nccl,222.0,0.0688725718003532
nccl,222.0,0.06896551724137931
nccl,223.0,0.06905846268240542
nccl,223.0,0.06915140812343154
nccl,223.0,0.06924435356445767
nccl,223.0,0.06933729900548379
nccl,224.0,0.0694302444465099
nccl,224.0,0.06952318988753602
nccl,224.0,0.06961613532856213
nccl,224.0,0.06970908076958825
nccl,225.0,0.06980202621061438
nccl,225.0,0.06989497165164049
nccl,225.0,0.06998791709266661
nccl,225.0,0.07008086253369272
nccl,225.0,0.07017380797471884
nccl,226.0,0.07026675341574495
nccl,226.0,0.07035969885677107
nccl,226.0,0.0704526442977972
nccl,226.0,0.07054558973882331
nccl,227.0,0.07063853517984943
nccl,227.0,0.07073148062087554
nccl,227.0,0.07082442606190166
nccl,228.0,0.07091737150292778
nccl,228.0,0.0710103169439539
nccl,228.0,0.07110326238498002
nccl,228.0,0.07119620782600614
nccl,228.0,0.07128915326703225
nccl,228.0,0.07138209870805837
nccl,229.0,0.07147504414908448
nccl,229.0,0.07156798959011061
nccl,229.0,0.07166093503113673
nccl,230.0,0.07175388047216284
nccl,230.0,0.07184682591318896
nccl,230.0,0.07193977135421507
nccl,231.0,0.07203271679524119
nccl,231.0,0.0721256622362673
nccl,231.0,0.07221860767729343
nccl,232.0,0.07231155311831955
nccl,232.0,0.07240449855934566
nccl,232.0,0.07249744400037178
nccl,232.0,0.0725903894413979
nccl,232.0,0.07268333488242401
nccl,232.0,0.07277628032345014
nccl,233.0,0.07286922576447626
nccl,233.0,0.07296217120550237
nccl,233.0,0.07305511664652849
nccl,234.0,0.0731480620875546
nccl,234.0,0.07324100752858072
nccl,234.0,0.07333395296960685
nccl,234.0,0.07342689841063296
nccl,234.0,0.07351984385165908
nccl,234.0,0.0736127892926852
nccl,235.0,0.07370573473371131
nccl,235.0,0.07379868017473742
nccl,236.0,0.07389162561576355
nccl,236.0,0.07398457105678967
nccl,236.0,0.07407751649781578
nccl,236.0,0.0741704619388419
nccl,236.0,0.07426340737986802
nccl,236.0,0.07435635282089413
nccl,236.0,0.07444929826192025
nccl,236.0,0.07454224370294638
nccl,237.0,0.07463518914397249
nccl,237.0,0.0747281345849986
nccl,237.0,0.07482108002602472
nccl,237.0,0.07491402546705084
nccl,238.0,0.07500697090807695
nccl,238.0,0.07509991634910308
nccl,239.0,0.0751928617901292
nccl,239.0,0.07528580723115531
nccl,239.0,0.07537875267218143
nccl,239.0,0.07547169811320754
nccl,239.0,0.07556464355423366
nccl,240.0,0.07565758899525979
nccl,240.0,0.0757505344362859
nccl,241.0,0.07584347987731202
nccl,241.0,0.07593642531833814
nccl,241.0,0.07602937075936425
nccl,241.0,0.07612231620039037
